date,machine,shift,planned_time,run_time,downtime,actual_output,ideal_output,good_units,defects,availability,performance,quality,oee
2024-03-19,CNC-02,Night,480,443,37,636,694,626,10,0.923,0.916,0.984,0.832
2024-03-19,Press-01,Morning,480,455,25,626,705,618,8,0.948,0.888,0.987,0.831
2024-03-19,Press-01,Afternoon,480,434,46,487,593,459,28,0.904,0.821,0.943,0.7
2024-03-19,Press-01,Night,480,419,61,516,684,504,12,0.873,0.754,0.977,0.643
2024-03-19,Assembly-01,Morning,480,434,46,599,716,563,36,0.904,0.837,0.94,0.711
2024-03-19,Assembly-01,Afternoon,480,408,72,452,564,444,8,0.85,0.801,0.982,0.669
2024-03-19,Assembly-01,Night,480,453,27,575,634,546,29,0.944,0.907,0.95,0.813
2024-03-19,Welding-01,Morning,480,452,28,456,610,431,25,0.942,0.748,0.945,0.666
2024-03-19,Welding-01,Afternoon,480,378,102,481,522,447,34,0.787,0.921,0.929,0.673
2024-03-19,Welding-01,Night,480,435,45,483,638,465,18,0.906,0.757,0.963,0.66
2024-03-20,CNC-01,Morning,480,401,79,574,661,536,38,0.835,0.868,0.934,0.677
2024-03-20,CNC-01,Afternoon,480,462,18,464,639,458,6,0.963,0.726,0.987,0.69
2024-03-20,CNC-01,Night,480,384,96,455,576,430,25,0.8,0.79,0.945,0.597
2024-03-20,CNC-02,Morning,480,378,102,412,573,380,32,0.787,0.719,0.922,0.522
2024-03-20,CNC-02,Afternoon,480,365,115,381,523,373,8,0.76,0.728,0.979,0.542
2024-03-20,CNC-02,Night,480,440,40,507,601,472,35,0.917,0.844,0.931,0.721
2024-03-20,Press-01,Morning,480,388,92,423,523,406,17,0.808,0.809,0.96,0.628
2024-03-20,Press-01,Afternoon,480,405,75,534,648,505,29,0.844,0.824,0.946,0.658
2024-03-20,Press-01,Night,480,432,48,498,648,489,9,0.9,0.769,0.982,0.68
2024-03-20,Assembly-01,Morning,480,386,94,454,533,433,21,0.804,0.852,0.954,0.653
2024-03-20,Assembly-01,Afternoon,480,459,21,677,734,624,53,0.956,0.922,0.922,0.813
2024-03-20,Assembly-01,Night,480,406,74,478,636,448,30,0.846,0.752,0.937,0.596
2024-03-20,Welding-01,Morning,480,469,11,637,695,627,10,0.977,0.917,0.984,0.882
2024-03-20,Welding-01,Afternoon,480,445,35,630,667,594,36,0.927,0.945,0.943,0.826
2024-03-20,Welding-01,Night,480,362,118,386,494,364,22,0.754,0.781,0.943,0.555
2024-03-21,CNC-01,Morning,480,417,63,501,562,496,5,0.869,0.891,0.99,0.767
2024-03-21,CNC-01,Afternoon,480,417,63,529,688,496,33,0.869,0.769,0.938,0.627
2024-03-21,CNC-01,Night,480,461,19,518,683,491,27,0.96,0.758,0.948,0.69
2024-03-21,CNC-02,Morning,480,366,114,414,542,392,22,0.762,0.764,0.947,0.551
2024-03-21,CNC-02,Afternoon,480,362,118,522,597,513,9,0.754,0.874,0.983,0.648
2024-03-21,CNC-02,Night,480,391,89,393,527,373,20,0.815,0.746,0.949,0.577
2024-03-21,Press-01,Morning,480,459,21,486,665,481,5,0.956,0.731,0.99,0.692
2024-03-21,Press-01,Afternoon,480,461,19,566,622,542,24,0.96,0.91,0.958,0.837
2024-03-21,Press-01,Night,480,405,75,468,540,440,28,0.844,0.867,0.94,0.688
2024-03-21,Assembly-01,Morning,480,444,36,519,599,479,40,0.925,0.866,0.923,0.739
2024-03-21,Assembly-01,Afternoon,480,442,38,638,692,606,32,0.921,0.922,0.95,0.807
2024-03-21,Assembly-01,Night,480,368,112,456,545,425,31,0.767,0.837,0.932,0.598
2024-03-21,Welding-01,Morning,480,383,97,534,593,497,37,0.798,0.901,0.931,0.669
2024-03-21,Welding-01,Afternoon,480,449,31,558,636,541,17,0.935,0.877,0.97,0.795
2024-03-21,Welding-01,Night,480,393,87,590,622,560,30,0.819,0.949,0.949,0.738
2024-03-22,CNC-01,Morning,480,375,105,454,500,430,24,0.781,0.908,0.947,0.672
2024-03-22,CNC-01,Afternoon,480,433,47,451,591,423,28,0.902,0.763,0.938,0.646
2024-03-22,CNC-01,Night,480,455,25,551,637,522,29,0.948,0.865,0.947,0.777
2024-03-22,CNC-02,Morning,480,393,87,396,563,372,24,0.819,0.703,0.939,0.541
2024-03-22,CNC-02,Afternoon,480,455,25,630,728,600,30,0.948,0.865,0.952,0.781
2024-03-22,CNC-02,Night,480,400,80,454,620,447,7,0.833,0.732,0.985,0.601
2024-03-22,Press-01,Morning,480,430,50,555,673,538,17,0.896,0.825,0.969,0.716
2024-03-22,Press-01,Afternoon,480,444,36,630,732,611,19,0.925,0.861,0.97,0.773
2024-03-22,Press-01,Night,480,393,87,568,615,562,6,0.819,0.924,0.989,0.748
2024-03-22,Assembly-01,Morning,480,372,108,499,595,489,10,0.775,0.839,0.98,0.637
2024-03-22,Assembly-01,Afternoon,480,409,71,547,593,510,37,0.852,0.922,0.932,0.732
2024-03-22,Assembly-01,Night,480,466,14,572,683,534,38,0.971,0.837,0.934,0.759
2024-03-22,Welding-01,Morning,480,376,104,432,507,416,16,0.783,0.852,0.963,0.642
2024-03-22,Welding-01,Afternoon,480,382,98,400,553,388,12,0.796,0.723,0.97,0.558
2024-03-22,Welding-01,Night,480,384,96,522,576,482,40,0.8,0.906,0.923,0.669
2024-03-23,CNC-01,Morning,480,396,84,594,627,564,30,0.825,0.947,0.949,0.741
2024-03-23,CNC-01,Afternoon,480,406,74,495,636,474,21,0.846,0.778,0.958,0.631
2024-03-23,CNC-01,Night,480,387,93,464,548,437,27,0.806,0.847,0.942,0.643
2024-03-23,CNC-02,Morning,480,438,42,529,598,500,29,0.912,0.885,0.945,0.763
2024-03-23,CNC-02,Afternoon,480,363,117,464,550,452,12,0.756,0.844,0.974,0.621
2024-03-23,CNC-02,Night,480,432,48,481,597,443,38,0.9,0.806,0.921,0.668
2024-03-23,Press-01,Morning,480,380,100,521,582,492,29,0.792,0.895,0.944,0.669
2024-03-23,Press-01,Afternoon,480,414,66,562,683,526,36,0.863,0.823,0.936,0.665
2024-03-23,Press-01,Night,480,428,52,528,699,503,25,0.892,0.755,0.953,0.642
2024-03-23,Assembly-01,Morning,480,381,99,464,603,450,14,0.794,0.769,0.97,0.592
2024-03-23,Assembly-01,Afternoon,480,394,86,416,577,411,5,0.821,0.721,0.988,0.585
2024-03-23,Assembly-01,Night,480,432,48,597,705,569,28,0.9,0.847,0.953,0.726
2024-03-23,Welding-01,Morning,480,393,87,506,589,472,34,0.819,0.859,0.933,0.656
2024-03-23,Welding-01,Afternoon,480,433,47,481,584,453,28,0.902,0.824,0.942,0.7
2024-03-23,Welding-01,Night,480,425,55,544,701,516,28,0.885,0.776,0.949,0.652
2024-03-24,CNC-01,Morning,480,406,74,500,554,475,25,0.846,0.903,0.95,0.726
2024-03-24,CNC-01,Afternoon,480,424,56,522,607,500,22,0.883,0.86,0.958,0.727
2024-03-24,CNC-01,Night,480,446,34,592,676,564,28,0.929,0.876,0.953,0.776
2024-03-24,CNC-02,Morning,480,428,52,648,699,641,7,0.892,0.927,0.989,0.818
2024-03-24,CNC-02,Afternoon,480,383,97,433,606,406,27,0.798,0.715,0.938,0.535
2024-03-24,CNC-02,Night,480,417,63,597,688,575,22,0.869,0.868,0.963,0.726
2024-03-24,Press-01,Morning,480,422,58,492,604,473,19,0.879,0.815,0.961,0.688
2024-03-24,Press-01,Afternoon,480,417,63,466,611,458,8,0.869,0.763,0.983,0.652
2024-03-24,Press-01,Night,480,443,37,626,664,604,22,0.923,0.943,0.965,0.84
2024-03-24,Assembly-01,Morning,480,417,63,489,681,479,10,0.869,0.718,0.98,0.611
2024-03-24,Assembly-01,Afternoon,480,436,44,506,697,497,9,0.908,0.726,0.982,0.647
2024-03-24,Assembly-01,Night,480,378,102,422,579,392,30,0.787,0.729,0.929,0.533
2024-03-24,Welding-01,Morning,480,420,60,474,595,448,26,0.875,0.797,0.945,0.659
2024-03-24,Welding-01,Afternoon,480,407,73,536,671,514,22,0.848,0.799,0.959,0.65
2024-03-24,Welding-01,Night,480,382,98,500,566,491,9,0.796,0.883,0.982,0.69
2024-03-25,CNC-01,Morning,480,430,50,522,637,495,27,0.896,0.819,0.948,0.696
2024-03-25,CNC-01,Afternoon,480,421,59,546,596,530,16,0.877,0.916,0.971,0.78
2024-03-25,CNC-01,Night,480,363,117,347,490,329,18,0.756,0.708,0.948,0.507
2024-03-25,CNC-02,Morning,480,381,99,441,527,419,22,0.794,0.837,0.95,0.631
2024-03-25,CNC-02,Afternoon,480,398,82,396,543,385,11,0.829,0.729,0.972,0.587
2024-03-25,CNC-02,Night,480,435,45,585,703,552,33,0.906,0.832,0.944,0.712
2024-03-25,Press-01,Morning,480,439,41,501,680,490,11,0.915,0.737,0.978,0.66
2024-03-25,Press-01,Afternoon,480,442,38,587,699,546,41,0.921,0.84,0.93,0.719
2024-03-25,Press-01,Night,480,440,40,519,608,495,24,0.917,0.854,0.954,0.747
2024-03-25,Assembly-01,Morning,480,425,55,569,672,531,38,0.885,0.847,0.933,0.699
2024-03-25,Assembly-01,Afternoon,480,441,39,593,661,550,43,0.919,0.897,0.927,0.764
2024-03-25,Assembly-01,Night,480,435,45,546,703,534,12,0.906,0.777,0.978,0.688
2024-03-25,Welding-01,Morning,480,470,10,575,720,545,30,0.979,0.799,0.948,0.742
2024-03-25,Welding-01,Afternoon,480,447,33,605,730,575,30,0.931,0.829,0.95,0.733
2024-03-25,Welding-01,Night,480,370,110,450,548,420,30,0.771,0.821,0.933,0.591
2024-03-26,CNC-01,Morning,480,377,103,510,540,502,8,0.785,0.944,0.984,0.729
2024-03-26,CNC-01,Afternoon,480,442,38,496,589,479,17,0.921,0.842,0.966,0.749
2024-03-26,CNC-01,Night,480,469,11,546,773,537,9,0.977,0.706,0.984,0.679
2024-03-26,CNC-02,Morning,480,453,27,462,619,443,19,0.944,0.746,0.959,0.675
2024-03-26,CNC-02,Afternoon,480,433,47,561,606,523,38,0.902,0.926,0.932,0.778
2024-03-26,CNC-02,Night,480,376,104,511,564,485,26,0.783,0.906,0.949,0.673
2024-03-26,Press-01,Morning,480,373,107,456,503,432,24,0.777,0.907,0.947,0.667
2024-03-26,Press-01,Afternoon,480,446,34,647,706,634,13,0.929,0.916,0.98,0.834
2024-03-26,Press-01,Night,480,375,105,524,612,498,26,0.781,0.856,0.95,0.635
2024-03-26,Assembly-01,Morning,480,426,54,507,596,475,32,0.887,0.851,0.937,0.707
2024-03-26,Assembly-01,Afternoon,480,375,105,464,556,448,16,0.781,0.835,0.966,0.63
2024-03-26,Assembly-01,Night,480,400,80,461,626,433,28,0.833,0.736,0.939,0.576
2024-03-26,Welding-01,Morning,480,442,38,588,692,567,21,0.921,0.85,0.964,0.755
2024-03-26,Welding-01,Afternoon,480,433,47,622,663,578,44,0.902,0.938,0.929,0.786
2024-03-26,Welding-01,Night,480,463,17,625,763,619,6,0.965,0.819,0.99,0.782
2024-03-27,CNC-01,Morning,480,404,76,519,619,495,24,0.842,0.838,0.954,0.673
2024-03-27,CNC-01,Afternoon,480,404,76,480,639,467,13,0.842,0.751,0.973,0.615
2024-03-27,CNC-01,Night,480,400,80,560,626,523,37,0.833,0.895,0.934,0.696
2024-03-27,CNC-02,Morning,480,449,31,618,718,610,8,0.935,0.861,0.987,0.795
2024-03-27,CNC-02,Afternoon,480,364,116,524,576,508,16,0.758,0.91,0.969,0.668
2024-03-27,CNC-02,Night,480,382,98,458,617,450,8,0.796,0.742,0.983,0.581
2024-03-27,Press-01,Morning,480,445,35,572,689,557,15,0.927,0.83,0.974,0.749
2024-03-27,Press-01,Afternoon,480,448,32,586,672,551,35,0.933,0.872,0.94,0.765
2024-03-27,Press-01,Night,480,446,34,672,721,661,11,0.929,0.932,0.984,0.852
2024-03-27,Assembly-01,Morning,480,443,37,621,716,608,13,0.923,0.867,0.979,0.783
2024-03-27,Assembly-01,Afternoon,480,379,101,484,619,454,30,0.79,0.782,0.938,0.579
2024-03-27,Assembly-01,Night,480,462,18,578,669,549,29,0.963,0.864,0.95,0.79
2024-03-27,Welding-01,Morning,480,403,77,591,624,584,7,0.84,0.947,0.988,0.786
2024-03-27,Welding-01,Afternoon,480,445,35,540,645,499,41,0.927,0.837,0.924,0.717
2024-03-27,Welding-01,Night,480,368,112,428,564,421,7,0.767,0.759,0.984,0.573
2024-03-28,CNC-01,Morning,480,389,91,458,609,435,23,0.81,0.752,0.95,0.579
2024-03-28,CNC-01,Afternoon,480,426,54,539,688,505,34,0.887,0.783,0.937,0.651
2024-03-28,CNC-01,Night,480,394,86,545,636,515,30,0.821,0.857,0.945,0.665
2024-03-28,CNC-02,Morning,480,452,28,482,617,454,28,0.942,0.781,0.942,0.693
2024-03-28,CNC-02,Afternoon,480,457,23,529,700,509,20,0.952,0.756,0.962,0.692
2024-03-28,CNC-02,Night,480,420,60,595,630,582,13,0.875,0.944,0.978,0.808
2024-03-28,Press-01,Morning,480,452,28,659,730,640,19,0.942,0.903,0.971,0.826
2024-03-28,Press-01,Afternoon,480,411,69,497,548,465,32,0.856,0.907,0.936,0.727
2024-03-28,Press-01,Night,480,422,58,515,590,505,10,0.879,0.873,0.981,0.753
2024-03-28,Assembly-01,Morning,480,372,108,451,539,434,17,0.775,0.837,0.962,0.624
2024-03-28,Assembly-01,Afternoon,480,384,96,521,608,488,33,0.8,0.857,0.937,0.642
2024-03-28,Assembly-01,Night,480,426,54,464,660,436,28,0.887,0.703,0.94,0.586
2024-03-28,Welding-01,Morning,480,385,95,408,558,393,15,0.802,0.731,0.963,0.565
2024-03-28,Welding-01,Afternoon,480,465,15,658,759,630,28,0.969,0.867,0.957,0.804
2024-03-28,Welding-01,Night,480,448,32,582,686,553,29,0.933,0.848,0.95,0.752
2024-03-29,CNC-01,Morning,480,374,106,449,536,427,22,0.779,0.838,0.951,0.621
2024-03-29,CNC-01,Afternoon,480,389,91,576,635,560,16,0.81,0.907,0.972,0.714
2024-03-29,CNC-01,Night,480,464,16,533,750,502,31,0.967,0.711,0.942,0.648
2024-03-29,CNC-02,Morning,480,380,100,493,557,474,19,0.792,0.885,0.961,0.674
2024-03-29,CNC-02,Afternoon,480,450,30,556,652,532,24,0.938,0.853,0.957,0.766
2024-03-29,CNC-02,Night,480,384,96,484,633,465,19,0.8,0.765,0.961,0.588
2024-03-29,Press-01,Morning,480,454,26,496,665,480,16,0.946,0.746,0.968,0.683
2024-03-29,Press-01,Afternoon,480,430,50,564,609,549,15,0.896,0.926,0.973,0.807
2024-03-29,Press-01,Night,480,465,15,555,713,546,9,0.969,0.778,0.984,0.742
2024-03-29,Assembly-01,Morning,480,468,12,457,639,452,5,0.975,0.715,0.989,0.689
2024-03-29,Assembly-01,Afternoon,480,407,73,514,651,505,9,0.848,0.79,0.982,0.658
2024-03-29,Assembly-01,Night,480,436,44,435,581,430,5,0.908,0.749,0.989,0.673
2024-03-29,Welding-01,Morning,480,364,116,453,491,430,23,0.758,0.923,0.949,0.664
2024-03-29,Welding-01,Afternoon,480,452,28,629,738,610,19,0.942,0.852,0.97,0.779
2024-03-29,Welding-01,Night,480,398,82,414,530,406,8,0.829,0.781,0.981,0.635
2024-03-30,CNC-01,Morning,480,391,89,532,593,513,19,0.815,0.897,0.964,0.705
2024-03-30,CNC-01,Afternoon,480,382,98,496,585,477,19,0.796,0.848,0.962,0.649
2024-03-30,CNC-01,Night,480,375,105,396,550,390,6,0.781,0.72,0.985,0.554
2024-03-30,CNC-02,Morning,480,365,115,449,541,438,11,0.76,0.83,0.976,0.616
2024-03-30,CNC-02,Afternoon,480,411,69,535,678,507,28,0.856,0.789,0.948,0.64
2024-03-30,CNC-02,Night,480,467,13,587,677,549,38,0.973,0.867,0.935,0.789
2024-03-30,Press-01,Morning,480,467,13,526,747,516,10,0.973,0.704,0.981,0.672
2024-03-30,Press-01,Afternoon,480,419,61,477,586,454,23,0.873,0.814,0.952,0.677
2024-03-30,Press-01,Night,480,453,27,617,709,571,46,0.944,0.87,0.925,0.76
2024-03-30,Assembly-01,Morning,480,429,51,578,657,561,17,0.894,0.88,0.971,0.764
2024-03-30,Assembly-01,Afternoon,480,463,17,450,632,439,11,0.965,0.712,0.976,0.671
2024-03-30,Assembly-01,Night,480,462,18,523,693,513,10,0.963,0.755,0.981,0.713
2024-03-30,Welding-01,Morning,480,458,22,522,633,493,29,0.954,0.825,0.944,0.743
2024-03-30,Welding-01,Afternoon,480,397,83,518,582,502,16,0.827,0.89,0.969,0.713
2024-03-30,Welding-01,Night,480,415,65,561,594,531,30,0.865,0.944,0.947,0.773
